24-02-20/04-00-00.624,10.862,10.865,27.7,19.2,29.86,29.87,30.464,17.587
24-02-20/04-00-03.537,10.861,10.863,7.7,16.9,29.86,29.87,5.466,22.609
24-02-20/04-00-06.613,10.871,10.873,67.1,35.6,29.87,29.88,23.888,25.148
24-02-20/04-00-09.361,10.887,10.888,57.4,35.8,29.87,29.88,15.708,41.131
24-02-20/04-00-12.186,10.883,10.884,57.8,112.9,29.86,29.87,29.804,0.555
24-02-20/04-00-15.768,10.883,10.884,43.4,76.9,29.87,29.88,2.162,23.321
24-02-20/04-00-18.431,10.883,10.884,39.3,90.8,29.87,29.88,2.162,23.522
24-02-20/04-00-21.287,10.876,10.877,2.6,27.0,29.87,29.88,0.827,23.962
24-02-20/04-00-24.693,10.878,10.879,11.1,92.1,29.87,29.88,3.790,23.962
24-02-20/04-00-27.690,10.880,10.883,47.3,14.2,29.88,29.89,99.930,15.764
24-02-20/04-00-30.424,10.877,10.880,110.8,28.5,29.88,29.89,93.252,15.718
24-02-20/04-00-33.299,10.877,10.880,120.4,1.0,29.88,29.89,88.070,30.960
24-02-20/04-00-36.705,10.880,10.882,10.0,13.3,29.88,29.89,60.599,35.148
24-02-20/04-00-39.512,10.884,10.888,42.5,8.8,29.90,29.91,72.300,39.989
24-02-20/04-00-42.769,10.889,10.892,6.1,27.0,29.90,29.91,68.983,39.989
24-02-20/04-00-45.527,10.894,10.895,0.8,11.1,29.90,29.91,75.610,40.170
24-02-20/04-00-48.316,10.894,10.895,150.9,2.4,29.91,29.92,54.749,40.234
24-02-20/04-00-51.520,10.896,10.898,46.5,45.6,29.90,29.91,23.033,5.674
24-02-20/04-00-54.156,10.896,10.897,60.7,4.8,29.91,29.92,18.117,5.014
24-02-20/04-00-57.699,10.897,10.898,16.1,5.6,29.92,29.93,4.215,146.194
24-02-20/04-01-00.592,10.896,10.898,83.9,65.1,29.92,29.93,6.315,122.302
24-02-20/04-01-03.751,10.898,10.899,91.6,31.8,29.92,29.93,6.315,97.565
24-02-20/04-01-06.506,10.895,10.896,10.0,65.8,29.90,29.91,0.649,35.542
24-02-20/04-01-09.288,10.889,10.890,56.7,28.5,29.89,29.90,39.101,40.410
24-02-20/04-01-12.468,10.887,10.889,8.6,1.8,29.89,29.90,39.101,82.188
24-02-20/04-01-15.117,10.886,10.887,4.0,21.8,29.88,29.89,30.574,22.953
24-02-20/04-01-18.681,10.888,10.890,12.8,54.8,29.88,29.89,79.759,2.173
24-02-20/04-01-21.746,10.889,10.891,38.8,1.3,29.88,29.89,49.748,3.288
24-02-20/04-01-24.591,10.889,10.892,39.4,6.8,29.88,29.89,49.748,3.288
24-02-20/04-01-27.655,10.888,10.890,40.5,2.4,29.88,29.89,47.358,6.928
24-02-20/04-01-30.372,10.889,10.891,8.1,28.4,29.88,29.89,50.677,3.584
24-02-20/04-01-33.517,10.889,10.890,26.8,12.9,29.88,29.89,47.358,23.020
24-02-20/04-01-35.540,10.889,10.891,31.5,0.7,29.88,29.89,46.839,32.756
24-02-20/04-01-39.350,10.889,10.892,30.8,103.3,29.88,29.89,45.495,22.147
24-02-20/04-01-42.258,10.891,10.892,3.4,135.2,29.88,29.89,39.987,23.078
24-02-20/04-01-45.693,10.891,10.892,15.9,233.9,29.87,29.88,28.585,40.770
